area_code,reference_area,area_type,year,gender,age,measure_type,value
S12000008,East Ayrshire,local authority,2004,Male,35-49,Count,2400
S12000008,East Ayrshire,local authority,2004,Male,25-34,Count,1700
S12000008,East Ayrshire,local authority,2004,All,35-49,Count,6700
S12000008,East Ayrshire,local authority,2004,Female,50-64,Count,3800
S12000008,East Ayrshire,local authority,2004,Male,50-64,Count,2900
S12000008,East Ayrshire,local authority,2004,All,50-64,Count,6800
S12000008,East Ayrshire,local authority,2004,Male,16-24,Count,1200
S12000008,East Ayrshire,local authority,2004,All,16-64,Count,18000
S12000008,East Ayrshire,local authority,2004,All,16-24,Count,1800
S12000008,East Ayrshire,local authority,2004,Male,16-64,Count,8200
S12000008,East Ayrshire,local authority,2004,All,25-34,Count,2700
S12000008,East Ayrshire,local authority,2004,Female,16-64,Count,9800
S12000008,East Ayrshire,local authority,2004,Male,35-49,Ratio,18.8
S12000008,East Ayrshire,local authority,2004,All,50-64,Ratio,37
S12000008,East Ayrshire,local authority,2004,All,35-49,Ratio,25
S12000008,East Ayrshire,local authority,2004,Female,35-49,Ratio,30.4
S12000008,East Ayrshire,local authority,2004,Female,50-64,Ratio,48.9
S12000008,East Ayrshire,local authority,2004,All,16-24,Ratio,14.6
S12000008,East Ayrshire,local authority,2004,Male,50-64,Ratio,28.1
S12000008,East Ayrshire,local authority,2004,All,25-34,Ratio,20
S12000008,East Ayrshire,local authority,2004,Male,16-64,Ratio,22.8
S12000008,East Ayrshire,local authority,2004,Male,25-34,Ratio,25.1
S12000008,East Ayrshire,local authority,2004,All,16-64,Ratio,25.3
S12000008,East Ayrshire,local authority,2004,Male,16-24,Ratio,19.7
S12000008,East Ayrshire,local authority,2004,Female,16-64,Ratio,27.8
S12000010,East Lothian,local authority,2004,All,25-34,Count,1300
S12000010,East Lothian,local authority,2004,Female,16-64,Count,4900
S12000010,East Lothian,local authority,2004,Male,16-64,Count,4200
S12000010,East Lothian,local authority,2004,Female,35-49,Count,1800
S12000010,East Lothian,local authority,2004,Male,35-49,Count,1700
S12000010,East Lothian,local authority,2004,All,35-49,Count,3400
S12000010,East Lothian,local authority,2004,All,25-34,Ratio,13.2
S12000010,East Lothian,local authority,2004,All,35-49,Ratio,15.6
S12000010,East Lothian,local authority,2004,Male,16-64,Ratio,15.7
S12000010,East Lothian,local authority,2004,Male,35-49,Ratio,15.2
S12000010,East Lothian,local authority,2004,All,16-64,Count,9100
S12000010,East Lothian,local authority,2004,Female,35-49,Ratio,16
S12000010,East Lothian,local authority,2004,All,16-64,Ratio,17.1
S12000010,East Lothian,local authority,2004,All,50-64,Ratio,28.1
S12000010,East Lothian,local authority,2004,Female,16-64,Ratio,18.7
S12000010,East Lothian,local authority,2004,Male,50-64,Ratio,23.5
S12000010,East Lothian,local authority,2004,Female,50-64,Ratio,33.5
S12000010,East Lothian,local authority,2004,Female,50-64,Count,2100
S12000010,East Lothian,local authority,2004,Male,50-64,Count,1700
S12000010,East Lothian,local authority,2004,All,50-64,Count,3800
S12000011,East Renfrewshire,local authority,2004,Female,16-64,Ratio,11.1
S12000011,East Renfrewshire,local authority,2004,All,16-64,Ratio,10.2
S12000011,East Renfrewshire,local authority,2004,All,50-64,Ratio,15.8
S12000011,East Renfrewshire,local authority,2004,Female,50-64,Ratio,19.7
S12000011,East Renfrewshire,local authority,2004,Female,35-49,Ratio,11.8
S12000011,East Renfrewshire,local authority,2004,Male,16-64,Ratio,9.3
S12000011,East Renfrewshire,local authority,2004,All,35-49,Ratio,9.8
S12000011,East Renfrewshire,local authority,2004,Male,16-64,Count,2400
S12000011,East Renfrewshire,local authority,2004,All,35-49,Count,2000
S12000011,East Renfrewshire,local authority,2004,All,16-64,Count,5300
S12000011,East Renfrewshire,local authority,2004,Female,16-64,Count,2900
S12000011,East Renfrewshire,local authority,2004,All,50-64,Count,2300
S12000011,East Renfrewshire,local authority,2004,Female,50-64,Count,1200
S12000011,East Renfrewshire,local authority,2004,Female,35-49,Count,1300
S12000013,Na h-Eileanan Siar,local authority,2004,All,50-64,Ratio,34.8
S12000013,Na h-Eileanan Siar,local authority,2004,Male,16-64,Ratio,21.3
S12000013,Na h-Eileanan Siar,local authority,2004,Male,50-64,Ratio,32.6
S12000013,Na h-Eileanan Siar,local authority,2004,Female,16-64,Count,1700
S12000013,Na h-Eileanan Siar,local authority,2004,All,16-64,Count,3400
S12000013,Na h-Eileanan Siar,local authority,2004,Male,16-64,Count,1700
S12000013,Na h-Eileanan Siar,local authority,2004,Female,16-64,Ratio,23.2
S12000013,Na h-Eileanan Siar,local authority,2004,All,16-64,Ratio,22.2
S12000013,Na h-Eileanan Siar,local authority,2004,Male,50-64,Count,1000
S12000013,Na h-Eileanan Siar,local authority,2004,All,50-64,Count,1700
S12000014,Falkirk,local authority,2004,Female,16-64,Count,10900
S12000014,Falkirk,local authority,2004,All,16-64,Count,18000
S12000014,Falkirk,local authority,2004,Male,16-64,Count,7100
S12000014,Falkirk,local authority,2004,Male,50-64,Ratio,24.8
S12000014,Falkirk,local authority,2004,All,16-64,Ratio,19.5
S12000014,Falkirk,local authority,2004,Female,16-64,Ratio,23.7
S12000014,Falkirk,local authority,2004,Male,16-64,Ratio,15.3
S12000014,Falkirk,local authority,2004,Male,50-64,Count,3200
S12000014,Falkirk,local authority,2004,All,35-49,Ratio,17.2
S12000014,Falkirk,local authority,2004,Female,35-49,Ratio,21.5
S12000014,Falkirk,local authority,2004,All,25-34,Ratio,12.3
S12000014,Falkirk,local authority,2004,All,35-49,Count,5800
S12000014,Falkirk,local authority,2004,Female,35-49,Count,3700
S12000014,Falkirk,local authority,2004,All,25-34,Count,2400
S12000014,Falkirk,local authority,2004,All,50-64,Count,8000
S12000014,Falkirk,local authority,2004,Female,50-64,Count,4800
S12000014,Falkirk,local authority,2004,Male,35-49,Count,2100
S12000014,Falkirk,local authority,2004,All,50-64,Ratio,34
S12000014,Falkirk,local authority,2004,Female,50-64,Ratio,45.2
S12000014,Falkirk,local authority,2004,Male,35-49,Ratio,12.6
S12000017,Highland,local authority,2004,Female,35-49,Ratio,16.3
S12000017,Highland,local authority,2004,All,50-64,Ratio,25.1
S12000017,Highland,local authority,2004,All,35-49,Ratio,12.8
S12000017,Highland,local authority,2004,Male,16-64,Ratio,12.3
S12000017,Highland,local authority,2004,Female,16-64,Ratio,21.1
S12000017,Highland,local authority,2004,All,16-64,Ratio,16.6
S12000017,Highland,local authority,2004,Female,50-64,Ratio,35.6
S12000017,Highland,local authority,2004,Male,50-64,Ratio,16.6
S12000017,Highland,local authority,2004,All,50-64,Count,9800
S12000017,Highland,local authority,2004,Female,35-49,Count,4000
S12000017,Highland,local authority,2004,Male,50-64,Count,3600
S12000017,Highland,local authority,2004,Female,50-64,Count,6200
S12000017,Highland,local authority,2004,Female,16-64,Count,13300
S12000017,Highland,local authority,2004,All,16-64,Count,21400
S12000017,Highland,local authority,2004,All,35-49,Count,6100
S12000017,Highland,local authority,2004,Male,16-64,Count,8100
S12000018,Inverclyde,local authority,2004,All,25-34,Count,1400
S12000018,Inverclyde,local authority,2004,Male,16-64,Count,4400
S12000018,Inverclyde,local authority,2004,Female,35-49,Count,2200
S12000018,Inverclyde,local authority,2004,All,35-49,Count,3200
S12000018,Inverclyde,local authority,2004,All,16-64,Count,10800
S12000018,Inverclyde,local authority,2004,All,16-24,Count,1500
S12000018,Inverclyde,local authority,2004,Female,16-64,Count,6400
S12000018,Inverclyde,local authority,2004,Female,35-49,Ratio,22.6
S12000018,Inverclyde,local authority,2004,Male,50-64,Count,1800
S12000018,Inverclyde,local authority,2004,All,25-34,Ratio,15.9
S12000018,Inverclyde,local authority,2004,All,35-49,Ratio,18.2
S12000018,Inverclyde,local authority,2004,All,50-64,Count,4600
S12000018,Inverclyde,local authority,2004,Male,35-49,Count,1100
S12000018,Inverclyde,local authority,2004,Female,50-64,Count,2800
S12000018,Inverclyde,local authority,2004,Male,16-64,Ratio,18
S12000018,Inverclyde,local authority,2004,Male,35-49,Ratio,13
S12000018,Inverclyde,local authority,2004,Female,16-64,Ratio,26
S12000018,Inverclyde,local authority,2004,Female,50-64,Ratio,48
S12000018,Inverclyde,local authority,2004,Male,50-64,Ratio,24.1
S12000018,Inverclyde,local authority,2004,All,50-64,Ratio,34.7
S12000018,Inverclyde,local authority,2004,All,16-24,Ratio,17.3
S12000018,Inverclyde,local authority,2004,All,16-64,Ratio,22
S12000019,Midlothian,local authority,2004,Male,50-64,Count,1700
S12000019,Midlothian,local authority,2004,Female,50-64,Count,2800
S12000019,Midlothian,local authority,2004,All,50-64,Ratio,32.6
S12000019,Midlothian,local authority,2004,Female,35-49,Count,2200
S12000019,Midlothian,local authority,2004,All,35-49,Count,3100
S12000019,Midlothian,local authority,2004,All,50-64,Count,4500
S12000019,Midlothian,local authority,2004,All,25-34,Ratio,16.2
S12000019,Midlothian,local authority,2004,All,35-49,Ratio,16.2
S12000019,Midlothian,local authority,2004,Female,50-64,Ratio,43.9
S12000019,Midlothian,local authority,2004,Female,35-49,Ratio,21.9
S12000019,Midlothian,local authority,2004,Male,50-64,Ratio,22.8
S12000019,Midlothian,local authority,2004,Male,16-64,Ratio,15.1
S12000019,Midlothian,local authority,2004,All,16-64,Count,10100
S12000019,Midlothian,local authority,2004,All,16-64,Ratio,20.3
S12000019,Midlothian,local authority,2004,Female,16-64,Ratio,25.3
S12000019,Midlothian,local authority,2004,Male,16-64,Count,3700
S12000019,Midlothian,local authority,2004,All,25-34,Count,1400
S12000019,Midlothian,local authority,2004,Female,16-64,Count,6400
S12000020,Moray,local authority,2004,Female,35-49,Ratio,23.3
S12000020,Moray,local authority,2004,Male,35-49,Ratio,16.7
S12000020,Moray,local authority,2004,Male,16-64,Ratio,19.1
S12000020,Moray,local authority,2004,Female,50-64,Ratio,39.2
S12000020,Moray,local authority,2004,All,50-64,Ratio,33.5
S12000020,Moray,local authority,2004,All,16-64,Ratio,20.5
S12000020,Moray,local authority,2004,Female,16-64,Ratio,22.2
S12000020,Moray,local authority,2004,Male,50-64,Ratio,29
S12000020,Moray,local authority,2004,All,35-49,Ratio,20
S12000020,Moray,local authority,2004,All,35-49,Count,3800
S12000020,Moray,local authority,2004,Male,16-64,Count,5200
S12000020,Moray,local authority,2004,Male,50-64,Count,2400
S12000020,Moray,local authority,2004,All,16-64,Count,10800
S12000020,Moray,local authority,2004,Female,16-64,Count,5500
S12000020,Moray,local authority,2004,Male,35-49,Count,1600
S12000020,Moray,local authority,2004,Female,35-49,Count,2200
S12000020,Moray,local authority,2004,Female,50-64,Count,2600
S12000020,Moray,local authority,2004,All,50-64,Count,5000
S12000021,North Ayrshire,local authority,2004,All,16-64,Ratio,24
S12000021,North Ayrshire,local authority,2004,All,16-24,Ratio,15.1
S12000021,North Ayrshire,local authority,2004,Male,50-64,Ratio,23.3
S12000021,North Ayrshire,local authority,2004,Female,50-64,Ratio,39.2
S12000021,North Ayrshire,local authority,2004,All,35-49,Ratio,25.2
S12000021,North Ayrshire,local authority,2004,Male,35-49,Ratio,20.1
S12000021,North Ayrshire,local authority,2004,Female,35-49,Ratio,29.9
S12000021,North Ayrshire,local authority,2004,All,50-64,Ratio,30.6
S12000021,North Ayrshire,local authority,2004,Male,16-64,Ratio,20.3
S12000021,North Ayrshire,local authority,2004,All,25-34,Ratio,19.7
S12000021,North Ayrshire,local authority,2004,Female,16-64,Ratio,27.6
S12000021,North Ayrshire,local authority,2004,Male,25-34,Ratio,23.4
S12000021,North Ayrshire,local authority,2004,Female,25-34,Ratio,16.5
S12000021,North Ayrshire,local authority,2004,All,50-64,Count,7100
S12000021,North Ayrshire,local authority,2004,Female,50-64,Count,4200
S12000021,North Ayrshire,local authority,2004,Male,25-34,Count,1600
S12000021,North Ayrshire,local authority,2004,All,35-49,Count,7600
S12000021,North Ayrshire,local authority,2004,Female,35-49,Count,4600
S12000021,North Ayrshire,local authority,2004,Male,35-49,Count,2900
S12000021,North Ayrshire,local authority,2004,Male,50-64,Count,2900
S12000021,North Ayrshire,local authority,2004,All,16-64,Count,19700
S12000021,North Ayrshire,local authority,2004,Female,16-64,Count,11400
S12000021,North Ayrshire,local authority,2004,All,16-24,Count,2200
S12000021,North Ayrshire,local authority,2004,Female,25-34,Count,1300
S12000021,North Ayrshire,local authority,2004,All,25-34,Count,3000
S12000021,North Ayrshire,local authority,2004,Male,16-64,Count,8300
S12000023,Orkney Islands,local authority,2004,All,16-64,Count,1300
S12000023,Orkney Islands,local authority,2004,All,16-64,Ratio,11.4
S12000026,Scottish Borders,local authority,2004,Female,16-64,Ratio,19.7
S12000026,Scottish Borders,local authority,2004,All,16-24,Ratio,13.9
S12000026,Scottish Borders,local authority,2004,All,16-64,Ratio,19
S12000026,Scottish Borders,local authority,2004,Female,35-49,Ratio,20.6
S12000026,Scottish Borders,local authority,2004,Male,35-49,Ratio,16.6
S12000026,Scottish Borders,local authority,2004,All,35-49,Ratio,18.6
S12000026,Scottish Borders,local authority,2004,All,50-64,Ratio,24.7
S12000026,Scottish Borders,local authority,2004,Female,50-64,Ratio,26.8
S12000026,Scottish Borders,local authority,2004,All,25-34,Count,1500
S12000026,Scottish Borders,local authority,2004,Male,16-64,Count,6000
S12000026,Scottish Borders,local authority,2004,Female,35-49,Count,2600
S12000026,Scottish Borders,local authority,2004,All,35-49,Count,4600
S12000026,Scottish Borders,local authority,2004,All,16-64,Count,12200
S12000026,Scottish Borders,local authority,2004,All,16-24,Count,1200
S12000026,Scottish Borders,local authority,2004,Female,16-64,Count,6200
S12000026,Scottish Borders,local authority,2004,All,25-34,Ratio,14
S12000026,Scottish Borders,local authority,2004,Male,50-64,Count,2400
S12000026,Scottish Borders,local authority,2004,Male,16-64,Ratio,18.4
S12000026,Scottish Borders,local authority,2004,All,50-64,Count,4800
S12000026,Scottish Borders,local authority,2004,Male,35-49,Count,2100
S12000026,Scottish Borders,local authority,2004,Female,50-64,Count,2400
S12000026,Scottish Borders,local authority,2004,Male,50-64,Ratio,23
S12000027,Shetland Islands,local authority,2004,All,16-64,Ratio,12.4
S12000027,Shetland Islands,local authority,2004,All,16-64,Count,1600
S12000028,South Ayrshire,local authority,2004,Female,35-49,Count,3000
S12000028,South Ayrshire,local authority,2004,All,35-49,Count,5000
S12000028,South Ayrshire,local authority,2004,Male,35-49,Count,2000
S12000028,South Ayrshire,local authority,2004,All,16-64,Ratio,19.9
S12000028,South Ayrshire,local authority,2004,Female,16-64,Ratio,22.5
S12000028,South Ayrshire,local authority,2004,Male,16-64,Count,5900
S12000028,South Ayrshire,local authority,2004,Male,50-64,Count,2500
S12000028,South Ayrshire,local authority,2004,Female,50-64,Count,3100
S12000028,South Ayrshire,local authority,2004,All,16-24,Count,1500
S12000028,South Ayrshire,local authority,2004,All,50-64,Count,5600
S12000028,South Ayrshire,local authority,2004,All,16-24,Ratio,13.7
S12000028,South Ayrshire,local authority,2004,Female,50-64,Ratio,34.8
S12000028,South Ayrshire,local authority,2004,All,50-64,Ratio,28.2
S12000028,South Ayrshire,local authority,2004,Male,50-64,Ratio,22.8
S12000028,South Ayrshire,local authority,2004,All,35-49,Ratio,20.4
S12000028,South Ayrshire,local authority,2004,Male,35-49,Ratio,16.8
S12000028,South Ayrshire,local authority,2004,All,16-64,Count,13300
S12000028,South Ayrshire,local authority,2004,Female,16-64,Count,7400
S12000028,South Ayrshire,local authority,2004,Female,35-49,Ratio,23.8
S12000028,South Ayrshire,local authority,2004,Male,16-64,Ratio,17.4
S12000029,South Lanarkshire,local authority,2004,Female,25-34,Count,3300
S12000029,South Lanarkshire,local authority,2004,All,25-34,Count,6200
S12000029,South Lanarkshire,local authority,2004,Female,35-49,Count,8600
S12000029,South Lanarkshire,local authority,2004,Male,35-49,Count,7000
S12000029,South Lanarkshire,local authority,2004,All,35-49,Count,15600
S12000029,South Lanarkshire,local authority,2004,All,16-64,Ratio,21.6
S12000029,South Lanarkshire,local authority,2004,All,16-64,Count,40800
S12000029,South Lanarkshire,local authority,2004,Female,16-64,Ratio,24
S12000029,South Lanarkshire,local authority,2004,Male,16-64,Ratio,19.3
S12000029,South Lanarkshire,local authority,2004,Male,16-64,Count,18300
S12000029,South Lanarkshire,local authority,2004,Female,16-64,Count,22500
S12000029,South Lanarkshire,local authority,2004,All,25-34,Ratio,17
S12000029,South Lanarkshire,local authority,2004,Female,25-34,Ratio,17.8
S12000029,South Lanarkshire,local authority,2004,Female,50-64,Ratio,37.2
S12000029,South Lanarkshire,local authority,2004,All,50-64,Ratio,31.2
S12000029,South Lanarkshire,local authority,2004,Female,35-49,Ratio,24.3
S12000029,South Lanarkshire,local authority,2004,Male,35-49,Ratio,20.8
S12000029,South Lanarkshire,local authority,2004,All,35-49,Ratio,22.6
S12000029,South Lanarkshire,local authority,2004,Female,50-64,Count,8700
S12000029,South Lanarkshire,local authority,2004,Male,50-64,Count,6900
S12000029,South Lanarkshire,local authority,2004,All,50-64,Count,15500
S12000029,South Lanarkshire,local authority,2004,Male,50-64,Ratio,25.8
S12000030,Stirling,local authority,2004,All,16-64,Count,5900
S12000030,Stirling,local authority,2004,All,50-64,Ratio,15.5
S12000030,Stirling,local authority,2004,Male,16-64,Count,2600
S12000030,Stirling,local authority,2004,All,35-49,Count,2100
S12000030,Stirling,local authority,2004,Female,16-64,Count,3300
S12000030,Stirling,local authority,2004,Female,35-49,Ratio,13.8
S12000030,Stirling,local authority,2004,Female,35-49,Count,1200
S12000030,Stirling,local authority,2004,All,16-64,Ratio,11.7
S12000030,Stirling,local authority,2004,Female,50-64,Count,1300
S12000030,Stirling,local authority,2004,All,50-64,Count,2200
S12000030,Stirling,local authority,2004,All,35-49,Ratio,12.5
S12000030,Stirling,local authority,2004,Female,50-64,Ratio,20.5
S12000030,Stirling,local authority,2004,Female,16-64,Ratio,13.2
S12000030,Stirling,local authority,2004,Male,16-64,Ratio,10.3
S12000033,Aberdeen City,local authority,2004,Female,16-64,Ratio,17.1
S12000033,Aberdeen City,local authority,2004,All,16-64,Ratio,15.2
S12000033,Aberdeen City,local authority,2004,Female,35-49,Ratio,17.5
S12000033,Aberdeen City,local authority,2004,All,16-64,Count,20300
S12000033,Aberdeen City,local authority,2004,Female,50-64,Count,4300
S12000033,Aberdeen City,local authority,2004,Male,50-64,Count,3100
S12000033,Aberdeen City,local authority,2004,All,25-34,Count,3600
S12000033,Aberdeen City,local authority,2004,Male,16-64,Count,9300
S12000033,Aberdeen City,local authority,2004,Female,16-64,Count,11100
S12000033,Aberdeen City,local authority,2004,All,35-49,Count,6000
S12000033,Aberdeen City,local authority,2004,All,50-64,Count,7400
S12000033,Aberdeen City,local authority,2004,Female,35-49,Count,3600
S12000033,Aberdeen City,local authority,2004,Male,16-64,Ratio,13.4
S12000033,Aberdeen City,local authority,2004,All,25-34,Ratio,11.8
S12000033,Aberdeen City,local authority,2004,Female,50-64,Ratio,30.3
S12000033,Aberdeen City,local authority,2004,All,50-64,Ratio,23.4
S12000033,Aberdeen City,local authority,2004,All,35-49,Ratio,14.2
S12000033,Aberdeen City,local authority,2004,Male,50-64,Ratio,17.7
S12000034,Aberdeenshire,local authority,2004,All,50-64,Count,7600
S12000034,Aberdeenshire,local authority,2004,Female,35-49,Count,3200
S12000034,Aberdeenshire,local authority,2004,Male,50-64,Count,2800
S12000034,Aberdeenshire,local authority,2004,Female,50-64,Count,4800
S12000034,Aberdeenshire,local authority,2004,Female,16-64,Count,9300
S12000034,Aberdeenshire,local authority,2004,All,16-64,Count,18700
S12000034,Aberdeenshire,local authority,2004,All,35-49,Count,6400
S12000034,Aberdeenshire,local authority,2004,Male,16-64,Count,9300
S12000034,Aberdeenshire,local authority,2004,Female,35-49,Ratio,11.6
S12000034,Aberdeenshire,local authority,2004,All,35-49,Ratio,11.9
S12000034,Aberdeenshire,local authority,2004,Female,50-64,Ratio,27.2
S12000034,Aberdeenshire,local authority,2004,All,50-64,Ratio,18.8
S12000034,Aberdeenshire,local authority,2004,Female,16-64,Ratio,13.9
S12000034,Aberdeenshire,local authority,2004,All,16-64,Ratio,13.3
S12000034,Aberdeenshire,local authority,2004,Male,16-64,Ratio,12.9
S12000034,Aberdeenshire,local authority,2004,Male,50-64,Ratio,12.3
S12000035,Argyll and Bute,local authority,2004,Male,50-64,Ratio,19.3
S12000035,Argyll and Bute,local authority,2004,Female,50-64,Ratio,28.8
S12000035,Argyll and Bute,local authority,2004,All,35-49,Count,3200
S12000035,Argyll and Bute,local authority,2004,All,16-24,Ratio,18.1
S12000035,Argyll and Bute,local authority,2004,Male,16-64,Count,4000
S12000035,Argyll and Bute,local authority,2004,Male,16-64,Ratio,15
S12000035,Argyll and Bute,local authority,2004,All,50-64,Ratio,23.5
S12000035,Argyll and Bute,local authority,2004,Female,35-49,Ratio,24.7
S12000035,Argyll and Bute,local authority,2004,All,35-49,Ratio,18
S12000035,Argyll and Bute,local authority,2004,Male,50-64,Count,1900
S12000035,Argyll and Bute,local authority,2004,All,16-24,Count,1400
S12000035,Argyll and Bute,local authority,2004,Female,50-64,Count,2200
S12000035,Argyll and Bute,local authority,2004,Female,16-64,Count,6200
S12000035,Argyll and Bute,local authority,2004,All,16-64,Count,10200
S12000035,Argyll and Bute,local authority,2004,Female,16-64,Ratio,24.9
S12000035,Argyll and Bute,local authority,2004,All,16-64,Ratio,19.8
S12000035,Argyll and Bute,local authority,2004,All,50-64,Count,4100
S12000035,Argyll and Bute,local authority,2004,Female,35-49,Count,2300
S12000036,City of Edinburgh,local authority,2004,Male,16-64,Count,14900
S12000036,City of Edinburgh,local authority,2004,All,35-49,Count,13000
S12000036,City of Edinburgh,local authority,2004,All,16-64,Count,35800
S12000036,City of Edinburgh,local authority,2004,Female,16-64,Count,20900
S12000036,City of Edinburgh,local authority,2004,All,50-64,Count,12200
S12000036,City of Edinburgh,local authority,2004,Female,50-64,Count,6800
S12000036,City of Edinburgh,local authority,2004,Female,35-49,Count,8300
S12000036,City of Edinburgh,local authority,2004,Female,35-49,Ratio,16.7
S12000036,City of Edinburgh,local authority,2004,All,35-49,Ratio,13.7
S12000036,City of Edinburgh,local authority,2004,Female,50-64,Ratio,24.4
S12000036,City of Edinburgh,local authority,2004,All,50-64,Ratio,19.3
S12000036,City of Edinburgh,local authority,2004,Female,16-64,Ratio,14.2
S12000036,City of Edinburgh,local authority,2004,All,16-64,Ratio,12.2
S12000036,City of Edinburgh,local authority,2004,Male,16-64,Ratio,10.2
S12000038,Renfrewshire,local authority,2004,All,16-64,Count,20100
S12000038,Renfrewshire,local authority,2004,All,25-34,Ratio,12.2
S12000038,Renfrewshire,local authority,2004,Female,50-64,Count,5600
S12000038,Renfrewshire,local authority,2004,Male,50-64,Count,2600
S12000038,Renfrewshire,local authority,2004,All,35-49,Ratio,18.2
S12000038,Renfrewshire,local authority,2004,Female,35-49,Ratio,23.2
S12000038,Renfrewshire,local authority,2004,Male,16-64,Ratio,14.4
S12000038,Renfrewshire,local authority,2004,Female,16-64,Ratio,23.9
S12000038,Renfrewshire,local authority,2004,All,25-34,Count,2400
S12000038,Renfrewshire,local authority,2004,All,35-49,Count,7300
S12000038,Renfrewshire,local authority,2004,Female,16-64,Count,12500
S12000038,Renfrewshire,local authority,2004,Male,16-64,Count,7500
S12000038,Renfrewshire,local authority,2004,Male,35-49,Count,2500
S12000038,Renfrewshire,local authority,2004,All,50-64,Count,8300
S12000038,Renfrewshire,local authority,2004,Female,35-49,Count,4800
S12000038,Renfrewshire,local authority,2004,All,16-64,Ratio,19.1
S12000038,Renfrewshire,local authority,2004,Female,50-64,Ratio,46.5
S12000038,Renfrewshire,local authority,2004,Male,50-64,Ratio,18.2
S12000038,Renfrewshire,local authority,2004,Male,35-49,Ratio,12.9
S12000038,Renfrewshire,local authority,2004,All,50-64,Ratio,31
S12000039,West Dunbartonshire,local authority,2004,Male,16-64,Count,6100
S12000039,West Dunbartonshire,local authority,2004,Female,16-64,Count,8000
S12000039,West Dunbartonshire,local authority,2004,All,25-34,Count,2200
S12000039,West Dunbartonshire,local authority,2004,Male,16-24,Count,1100
S12000039,West Dunbartonshire,local authority,2004,All,16-24,Count,1900
S12000039,West Dunbartonshire,local authority,2004,All,16-64,Count,14000
S12000039,West Dunbartonshire,local authority,2004,Female,50-64,Count,3400
S12000039,West Dunbartonshire,local authority,2004,Male,50-64,Count,2000
S12000039,West Dunbartonshire,local authority,2004,Male,35-49,Count,1600
S12000039,West Dunbartonshire,local authority,2004,All,50-64,Count,5400
S12000039,West Dunbartonshire,local authority,2004,All,35-49,Count,4500
S12000039,West Dunbartonshire,local authority,2004,Male,25-34,Count,1400
S12000039,West Dunbartonshire,local authority,2004,Female,35-49,Count,2900
S12000039,West Dunbartonshire,local authority,2004,Female,35-49,Ratio,27.5
S12000039,West Dunbartonshire,local authority,2004,Male,35-49,Ratio,15.7
S12000039,West Dunbartonshire,local authority,2004,Male,25-34,Ratio,27.2
S12000039,West Dunbartonshire,local authority,2004,All,35-49,Ratio,21.8
S12000039,West Dunbartonshire,local authority,2004,Female,50-64,Ratio,47.6
S12000039,West Dunbartonshire,local authority,2004,Male,50-64,Ratio,25.2
S12000039,West Dunbartonshire,local authority,2004,All,50-64,Ratio,35.7
